id;name;acronym;state
668;INSTITUTO DE ENSINO SUPERIOR THATHI;FACULDADE THATHI COC;SP
669;FACULDADE ASSIS GURGACZ;FAG;PR
670;FACULDADE MATER DEI;FMD;PR
671;FACULDADE BORGES DE MENDONÇA;FBM;SC
672;FACULDADE ANHANGUERA DE OSASCO;FIZO;SP
673;FACULDADE BATISTA DE MINAS GERAIS;FBMG;MG
674;FACULDADE DO VALE DO JAGUARIBE;FVJ;CE
675;INSTITUTO SUPERIOR TUPY - IST;IST;SC
676;INSTITUTO DE ENSINO SUPERIOR DE GARÇA;IESG;SP
677;FACULDADES INTEGRADAS DE SANTA FÉ DO SUL;FUNEC;SP
678;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO;ISERJ;RJ
679;FACULDADE DE PEDAGOGIA DE AFONSO CLÁUDIO;ISEAC;ES
680;FACULDADE SÃO GABRIEL;FSG;PI
681;FACULDADE UBAENSE OZANAM COELHO;FAGOC;MG
682;FACULDADE VISCONDE DE CAIRÚ;FAVIC;BA
683;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;SP
684;FACULDADE BARDDAL;FB-SI;SC
685;FACULDADE CASA BRANCA;FACAB;SP
686;FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE;FCSGN;MT
687;FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA;FCARP;MT
688;FACULDADES INTEGRADAS SÃO PEDRO;FAESA;ES
689;FACULDADE MARTHA FALCÃO;FMF;AM
690;ESCOLA SUPERIOR DE TEOLOGIA;EST;RS
691;FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS;FAJOLCA;PE
692;FACULDADE SANTA HELENA;FSH;PE
693;FACULDADES INTEGRADAS IPEP;FIPEP;SP
694;ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE CAMPINAS - ESAMC CAMPINAS;ESAMC DE CAMPINAS;SP
695;FACULDADE CASTRO ALVES;FCA;BA
696;FACULDADE DE CALDAS NOVAS;UNICALDAS;GO
697;FACULDADE DINÂMICA DAS CATARATAS;UDC;PR
698;FACULDADE UNISSA DE SARANDI;UNISSA;PR
699;INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS;ICSH;GO
700;ÁREA1 - FACULDADE DE CIÊNCIA E TECNOLOGIA;ÁREA1;BA
701;FACULDADE DOIS DE JULHO;F2J;BA
702;FACULDADE DE PRIMAVERA;CESPRI;SP
703;FACULDADE SÃO LUCAS;FSL;RO
704;FACULDADE MAGISTER;MAGISTER;SP
705;FACULDADE CENECISTA DE CAMPO LARGO;FACECLA;PR
706;CENTRO UNIVERSITÁRIO TOLEDO;UNITOLEDO;SP
707;CENTRO UNIVERSITÁRIO CURITIBA;UNICURITIBA;PR
708;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;AM
709;FACULDADE IDEAL;FACI;PA
710;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA;ILES;GO
711;INSTITUTO DE ENSINO SUPERIOR PLANALTO;IESPLAN;DF
712;FACULDADE BATISTA DO RIO DE JANEIRO;FABAT;RJ
713;FACULDADE BERTIOGA;FABE;SP
714;FACULDADE ORÍGENES LESSA;FACOL;SP
715;INSTITUTO DE ENSINO SUPERIOR DE ITAPIRA;IESI;SP
716;ESCOLA SUPERIOR BATISTA DO AMAZONAS;ESBAM;AM
717;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;SP
718;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS;FACAMP;SP
719;INSTITUTO APHONSIANO DE ENSINO SUPERIOR;IAESUP;GO
720;FACULDADE DE TECNOLOGIA DO PIAUÍ;FATEPI;PI
721;FACULDADE DE DIREITO DE TANGARÁ DA SERRA;UNIC;MT
722;FACULDADE NACIONAL;FINAC;ES
723;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;SP
724;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;CEUN-IMT;SP
725;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;UNIPLAN;DF
726;FACULDADE DE EDUCAÇÃO, ADMINISTRAÇÃO E TECNOLOGIA DE IBAITI;FEATI;PR
727;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO;UNICERP;MG
728;FACULDADES INTEGRADAS DE SÃO CARLOS;FADISC;SP
729;FACULDADE CIODONTO;-;PR
730;FACULDADE SALESIANA DO NORDESTE;FASNE;PE
731;FACULDADE SANTÍSSIMO SACRAMENTO;FSSS;BA
732;FACULDADE ANHANGUERA DE SERTÃOZINHO;FASERT;SP
733;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;EUROPAN;SP
734;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FUCAMP;MG
735;FACULDADE DE TECNOLOGIA E CIÊNCIAS;FTC SALVADOR;BA
736;INSTITUTO PARAIBANO DE ENSINO RENOVADO;INPER;PB
737;FACULDADE ALFACASTELO;FCGB;SP
738;FACULDADE DE RIBEIRÃO PRETO;FABAN;SP
739;FACULDADE CENECISTA DE VILA VELHA;FACEVV;ES
740;ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE UBERLÂNDIA;ESAMC DE UBERLÂNDIA;MG
741;FACULDADE DE CIÊNCIAS SOCIAIS DE FLORIANÓPOLIS;FCSF;SC
742;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;SC
743;FACULDADES INTEGRADAS INTERAMERICANAS;FAITER;SP
744;FACULDADE ANCHIETA;IGABC;SP
745;FACULDADE IBMEC;IBMEC;MG
746;FACULDADE ESTÁCIO DE SÁ DE VITÓRIA;FESV;ES
747;FACULDADE DOM BOSCO;FDB;PR
748;FACULDADE INTERNACIONAL DE CURITIBA;FACINTER;PR
749;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;MG
750;FACULDADE ALVES FARIA;ALFA;GO
751;FACULDADE ESTÁCIO DE SÁ DE VILA VELHA;FESVV;ES
752;FACULDADE ANHANGUERA DE TABOÃO DA SERRA;FATS;SP
753;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU;FAESI;PR
754;FACULDADE LATINO AMERICANA DE EDUCAÇÃO;FLATED;CE
755;FACULDADE PITÁGORAS DE JUNDIAÍ;PIT JUNDIAÍ;SP
756;FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA;FALEC;PR
757;FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA;FAMED;SP
758;INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR;IFES;SC
759;FACULDADE PROJEÇÃO DE CEILÂNDIA;FACEB;DF
760;FACULDADE METROPOLITANA DE MARINGÁ;UNIFAMMA;PR
761;FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE;FESBH;MG
762;FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA;FESSC;SC
763;INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO;ICF;PI
764;FACULDADE VALE DO CRICARÉ;F.V.C.;ES
765;FACULDADE DE EDUCAÇÃO DE PORTO VELHO;UNIRON;RO
766;FACULDADE DE VINHEDO;FV;SP
767;FACULDADE SANTA TEREZINHA;FAST;DF
768;FACULDADE DE PATO BRANCO;FADEP;PR
769;FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS;FFA;SP
770;INSTITUTO DE ESTUDOS SUPERIORES DA AMAZÔNIA;IESAM;PA
771;FACULDADE DE DIREITO FRANCISCO BELTRÃO;CESUL;PR
772;FACULDADES INTEGRADAS OLGA METTIG;FAMETTIG;BA
773;FACULDADE CENECISTA DE JOINVILLE - FACE;FCJ;SC
774;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA;FNSA;SP
775;FACULDADE DE CIÊNCIAS, LETRAS E EDUCAÇÃO DO NOROESTE DO PARANÁ;FACLENOR;PR
776;FACULDADE PROJEÇÃO;FAPRO;DF
777;INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA;IESUR;RO
778;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;RJ
779;FACULDADE DECISÃO;FADEC;SC
780;FACULDADE DE EDUCAÇÃO SÃO FRANCISCO;FAESF;MA
781;FACULDADES INTEGRADAS DO VALE DO RIBEIRA;FIVR;SP
782;FACULDADE SETE DE SETEMBRO;FA7;CE
783;UNIVERSIDADE FUMEC;FUMEC;MG
784;INSTITUTO DE ENSINO SUPERIOR DE JOÃO MONLEVADE;IES/FUNCEC;MG
785;ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE SOROCABA;ESAMC  SOROCABA;SP
786;FACULDADE DE ILHA SOLTEIRA;FAISA;SP
787;FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ;NOVAFAPI;PI
788;FACULDADE VIZINHANÇA VALE DO IGUAÇU;VIZIVALI;PR
789;FACULDADE UNIME DE CIÊNCIAS SOCIAIS;FCS;BA
790;FACULDADE ALFREDO NASSER;FAN;GO
791;FACULDADE EDUCACIONAL DE MEDIANEIRA;FACEMED;PR
792;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;UNIARAXÁ;MG
793;INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS;FASERRA;ES
794;FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ;FACINOR;PR
795;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSul;RS
796;FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES;FACESA;GO
797;FACULDADE DA CIDADE DE SANTA LUZIA;FACSAL;MG
798;FACULDADE DECISÃO;FADE;PE
799;FACULDADE DE TECNOLOGIA DE INDAIATUBA;FATEC-ID;SP
800;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;FATEC GT;SP
801;FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS;FEAN;SC
802;UNIVERSIDADE DO VALE DO SAPUCAÍ;UNIVÁS;MG
803;FACULDADES INTEGRADAS DE TANGARÁ DA SERRA;FITS;MT
804;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS;FACSÃOLUÍS;MA
805;FACULDADE SEAMA;SEAMA;AP
806;FACULDADE DE ODONTOLOGIA DE MANAUS;FOM;AM
807;FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO;UNIVES;ES
808;FACULDADE SANTA FÉ;CESSF;MA
809;FACULDADE POLITÉCNICA DE UBERLÂNDIA;FPU;MG
810;INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES;IPTAN;MG
811;INSTITUTO DE CIÊNCIAS DA SAÚDE;ICS;MG
812;FACULDADE CIDADE DE COROMANDEL;FCC;MG
813;FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA;FANOVA;MS
814;FACULDADE VALE DO APORÉ;FAVA;MS
815;FACULDADE LUTERANA SÃO MARCOS;FALSM;RS
816;FACULDADE DOS CERRADOS PIAUIENSES;FCP;PI
817;FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA;FAETE;PI
818;FACULDADE EDUCACIONAL DE ARAPOTI;FATI;PR
819;FACULDADE SUL BRASIL;FASUL;PR
820;FACULDADE ADVENTISTA PARANAENSE;IAP;PR
821;FACULDADE ASTORGA;FAAST;PR
822;INSTITUTO SUPERIOR DO LITORAL DO PARANÁ;ISULPAR;PR
823;FACULDADE ANGEL VIANNA;FAV;RJ
824;INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR;IBES;SC
825;FACULDADE ERNESTO RISCALI;FAER;SP
826;FACULDADE NETWORK;NWK;SP
827;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA;FCAA;SP
828;FACULDADE MARECHAL RONDON;FMR;SP
829;CASTELLI ESCOLA SUPERIOR DE HOTELARIA;CASTELLI ESH;RS
830;FACULDADE DO AMAZONAS;IAES;AM
831;FACULDADE HÉLIO ROCHA;FHR;BA
832;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FACULDADE AGES;BA
833;FACULDADE SOCIAL DA BAHIA;FSBA;BA
834;FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO;FEC;BA
835;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO;FECIPAR;TO
836;FACULDADE DE ENSINO E CULTURA DO CEARÁ;FAECE;CE
837;FACULDADE DE EDUCAÇÃO;ISECUB;ES
838;FACULDADE DE GUAÇUÍ;UVV GUAÇUÍ;ES
839;FACULDADE CENECISTA DE SETE LAGOAS;FCSL;MG
840;INSTITUTO DE ENSINO SUPERIOR DE TERESINA;IEST;PI
841;FACULDADE EDUCACIONAL DE DOIS VIZINHOS;FAED;PR
842;FACULDADE INTEGRADA DA GRANDE FORTALEZA;FGF;CE
843;FACULDADE ESTÁCIO DE SÁ DE OURINHOS;FAESO;SP
844;FACULDADE DE CIÊNCIAS SOCIAIS E TECNOLÓGICAS FACITEC;FACITEC;DF
845;FACULDADE DE ADMINISTRAÇÃO ESCOLA SUPERIOR PROFESSOR PAULO MARTINS;ESPAM;DF
846;FACULDADE CAPIXABA DE ADMINISTRAÇÃO E EDUCAÇÃO;UNICES;ES
847;FACULDADE ARAGUAIA;FARA;GO
848;FACULDADE DA SAÚDE E ECOLOGIA HUMANA;FASEH;MG
849;FACULDADE KENNEDY;FK;MG
850;FACULDADE NOVOS HORIZONTES;NOVOS HORIZONTES;MG
851;INSTITUTO METROPOLITANO DE ENSINO SUPERIOR;IMES;MG
852;FACULDADE ASA DE BRUMADINHO;IECEMB - FAB;MG
853;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;PA
854;INSTITUTO SALESIANO DE FILOSOFIA;INSAF;PE
855;FACULDADE METROPOLITANA DA GRANDE RECIFE;UNESJ;PE
856;FACULDADE SÃO MIGUEL;FACULDADE SÃO MIGUEL;PE
857;FACULDADE DE ENSINO SUPERIOR DO PIAUÍ;FAESPI;PI
858;FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ;FACIBRA;PR
859;FACULDADE DE CAMPINA GRANDE DO SUL;FACSUL;PR
860;FACULDADE DE CIÊNCIAS E TECNOLOGIA MATER CHRISTI;MATER CHRISTI;RN
861;FACULDADE SALESIANA MARIA AUXILIADORA;FSMA;RJ
862;FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS;FB-CC;SC
863;FACULDADE BARDDAL DE ARTES APLICADAS;FB-AA;SC
864;FACULDADE SANTA IZILDINHA;FIESI;SP
865;FACULDADE DE SÃO VICENTE;FSV;SP
866;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA;ESPF;SP
867;FACULDADE ITANHAÉM;FAITA;SP
868;ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI;ESUCRI;SC
869;FACULDADE CENTRAL DE CRISTALINA;FACEC;GO
870;FACULDADE PROMOVE DE SETE LAGOAS;FSLMG;MG
871;INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE;IESRIVER;GO
872;FACULDADE DE INFORMÁTICA DO RECIFE;FACIR;PE
873;FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE;FACCOR;PE
874;INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR;IPESU;PE
875;FACULDADE INTEGRADA DE PERNAMBUCO;FACIPE;PE
876;FACULDADE DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO;FACNET;DF
877;FACULDADE DE PRESIDENTE PRUDENTE;FAPEPE;SP
878;FACULDADE DE TECNOLOGIA DE SÃO VICENTE;FATEF;SP
879;ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING;ESIC;PR
880;FACULDADE DE IMPERATRIZ;FACIMP;MA
881;ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO;ESAGS;SP
882;FACULDADE XV DE AGOSTO;FAQ;SP
883;FACULDADE SANTA AMÉLIA;SECAL;PR
884;FACULDADE DE CARIACICA;FAC DE CARIACICA;ES
885;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FCSA;MT
886;FACULDADE GENNARI E PEARTREE;FGP;SP
887;FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON;ISEPE  RONDON;PR
888;FACULDADE INTEGRAL DIFERENCIAL;FACID;PI
889;FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO;FLS;CE
890;INSTITUTO SUPERIOR DE EDUCAÇÃO LA SALLE - ISE La Salle/RJ;ISE LA SALLE/RJ;RJ
891;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO;ULBRA ILES;RO
892;IMP de Ensino Superior - IMP;IMP;DF
893;FACULDADE DE TECNOLOGIA INTERAMÉRICA;INTERAMERICA;SP
894;FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE;CSET DRUMMOND;SP
895;FACULDADE DE TECNOLOGIA OSWALDO CRUZ;FATEC OSWALDO CRUZ;SP
896;FACULDADE LUSO-BRASILEIRA;FALUB;PE
897;UNIDADE DE ENSINO SUPERIOR EXPOENTE;UNIEXP;PR
898;FACULDADE AUTÔNOMA DE DIREITO;FADISP;SP
899;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;PB
900;FACULDADE INDEPENDENTE DO NORDESTE;FAINOR;BA
901;FACULDADE PADRE JOÃO BAGOZZI;FACULDADE BAGOZZI;PR
902;FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE;FTNCDA;SP
903;FACULDADE DE EDUCAÇÃO REGIONAL SERRANA;FUNPAC;ES
904;FACULDADE DE JOSÉ BONIFÁCIO;FJB;SP
905;FACULDADE ESPÍRITO SANTENSE;UNICAPE;ES
906;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACSA;MT
907;FACULDADE SANTA MARIA;FSM;PE
908;FACULDADE NORDESTE;FANOR;CE
909;FACULDADE DE ITAPIRANGA;SEI/FAI;SC
910;FACULDADE EDUCACIONAL DE PONTA GROSSA;UNIÃO;PR
911;FACULDADE DO VALE DO IPOJUCA;FAVIP;PE
912;FACULDADE DE TECNOLOGIA PROF. LUIZ ROSA;FATEC PROF LUIZ ROSA;SP
913;FACULDADE METROPOLITANA DE GUARAMIRIM;FAMEG;SC
914;FACULDADE AIEC;AIEC / FAAB;DF
915;FACULDADE HORIZONTINA;FAHOR;RS
916;FACULDADE INTESP;INTESP;SP
917;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA - CELER;SC
918;FACULDADE DE COLIDER;FACIDER;MT
919;FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA;FAAL;SP
920;FACULDADE CATUAÍ;ICES;PR
921;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DA BAHIA;ISESB;BA
922;FACULDADE DE EDUCAÇÃO DE VITÓRIA;AUFES;ES
923;FACULDADE DE REALEZA;CESREAL;PR
924;FACULDADE DOM BOSCO DE UBIRATÃ;DOM BOSCO UBIRATÃ;PR
925;FACULDADE DE CIÊNCIAS DA SAÚDE;FASU;SP
926;FACULDADE DOS GUARARAPES;FG;PE
927;FACULDADE FERNÃO DIAS;FAFE;SP
928;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;CE
929;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;PE
930;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;IFSP;SP
931;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;GO
932;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS;IFAM;AM
933;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ;IFPA;PA
934;FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DE DIAMANTINO;UNED;MT
935;FACULDADE DO INSTITUTO BRASIL;FIBRA;GO
936;FACULDADE PITÁGORAS DE BELO HORIZONTE;FPAS;MG
937;FACULDADE FARIAS BRITO;FFB;CE
938;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;IFPI;PI
939;FACULDADE LIONS;FAC-LIONS;GO
940;FACULDADE SUL-AMERICANA;FASAM;GO
941;INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ;IESAP;AP
942;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;MG
943;FACULDADE LUTERANA DE TEOLOGIA;FLT;SC
944;ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO;ESCOLA DA CIDADE;SP
945;FACULDADE CENTRO PAULISTA;CESI;SP
946;FACULDADE DE JABOTICABAL;FAJAB;SP
947;FACULDADE DE AGUDOS;FAAG;SP
948;FACULDADE INTEGRADA DE ENSINO SUPERIOR DE COLINAS;FIESC;TO
949;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;SP
950;ESCOLA DE ESTUDOS SUPERIORES DE VIÇOSA;ESUV;MG
951;FACULDADES INTEGRADAS RIO BRANCO;FRB;SP
952;FACULDADES INTEGRADAS DE VÁRZEA GRANDE;FIAVEC;MT
953;FACULDADE CASTELO BRANCO;FCB;ES
954;FACULDADES INTEGRADAS ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE;FIAETPP;SP
955;FACULDADES INTEGRADAS MACHADO DE ASSIS;FEMA;RS
956;FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA;FISMA;SP
957;FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ;FEFISA;SP
958;CENTRO UNIVERSITÁRIO DE LINS;UNILINS;SP
959;FACULDADE ALVORADA DE TECNOLOGIA E EDUCAÇÃO DE MARINGÁ;FACULDADE ALVORADA;PR
960;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;RJ
961;FACULDADE SABERES;SABERES;ES
962;FACULDADE DE TECNOLOGIA IBTA;IBTA;SP
963;FACULDADE DO NORTE NOVO DE APUCARANA;FACNOPAR;PR
964;FACULDADE DEHONIANA;DEHONIANA;SP
965;FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN;FAJANSSEN;MG
966;FACULDADE DA REGIÃO SERRANA;FARESE;ES
967;INSTITUTO SUPERIOR DE EDUCAÇÃO ALVORADA PLUS;ISEAP;SP
968;FACULDADE DE CIÊNCIAS EMPRESARIAIS E ESTUDOS COSTEIROS DE NATAL;FACEN;RN
969;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT;ISESD;MG
970;CENTRO UNIVERSITÁRIO DE ITAJUBÁ;UNIVERSITAS;MG
971;FACULDADES INTEGRADAS REGIONAIS DE AVARÉ;FIRA;SP
972;FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA;FARESC;PR
973;FACULDADE MERCÚRIO;FAMERC;RJ
974;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA;FAIBI;SP
975;FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU;FMPFM;SP
976;FACULDADE ATUAL;FAAT;AP
977;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS;FEI;SP
978;FACULDADE EDUCACIONAL DE ARAUCÁRIA;FACEAR;PR
979;FACULDADE DA ESCADA;FAESC;PE
980;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;BA
981;FACULDADE RANCHARIENSE;FRAN;SP
982;UNIDADE DE ENSINO SUPERIOR DOM BOSCO;UNDB;MA
983;FACULDADE DE MONTE ALTO;FMA;SP
984;FACULDADE ÁVILA;FAC;GO
985;Faculdade Sartre COC;FACOC SALVADOR;BA
986;FACULDADE ENIAC;ENIAC;SP
987;ESCOLA DE NEGÓCIOS DO ESTADO DA BAHIA - ENEB;ENEB;BA
988;FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING;FEPAM;PE
989;FACULDADE CHRISTUS;CHRISTUS;CE
990;FACULDADE DO LITORAL SUL PAULISTA;FALS;SP
991;FACULDADE DO NOROESTE PARANAENSE;FANP;PR
992;FACULDADE CATÓLICA DE UBERLÂNDIA;CATÓLICA;MG
993;FACULDADE CRISTO REI;FACCREI;PR
994;INSTITUTO DE ENSINO SUPERIOR MATERDEI;IES-MATERDEI;AM
995;FACULDADE PEREIRA DE FREITAS;FPF;MG
996;FACULDADE BAIANA DE CIÊNCIAS;FABAC;BA
997;FACULDADE DE MINAS;FAMINAS;MG
998;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;RO
999;FACULDADE CAPIVARI;FUCAP;SC
1000;FACULDADE DE SÃO BENTO;FSB;SP
1001;FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES;UNIPACAT;MG
1002;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO;SINGULARIDADES/ISESP;SP
1003;FACULDADE PALOTINA;FAPAS;RS
1004;FACULDADE BIRIGUI;FABI;SP
1005;FACULDADE SINOP;FASIP;MT
1006;FACULDADE GLOBAL DE UMUARAMA;FGU;PR
1007;INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL;INESUL;PR
1008;FACULDADE DE NOVA SERRANA;FANS;MG
1009;FACULDADE CUIABÁ;FAUC;MT
1010;FACULDADE SERRANA DE ENSINO SUPERIOR;FASEP;DF
1011;FACULDADE DE TECNOLOGIA IBRATEC;UNIBRATEC;PE
1012;FACULDADE DE SORRISO;FAIS;MT
1013;FACULDADE LEGALE;FALEG;SP
1014;FACULDADE DE PAULÍNIA;FACP;SP
1015;FACULDADE DE ORLÂNDIA;FAO;SP
1016;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA;FACULDADES CATHEDRAL;MT
1017;INSTITUTO BATISTA DE ENSINO SUPERIOR DE ALAGOAS;IBESA;AL
1018;FACULDADE DE TECNOLOGIA SENAI JOINVILLE;SENAI DE JOINVILLE;SC
1019;FACULDADE DE TECNOLOGIA SENAI BLUMENAU;CET BLUMENAU;SC
1020;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;RJ
1021;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;ISECENSA;RJ
1022;FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO;HOTEC;SP
1023;FACULDADE DE TECNOLOGIA DE ALAGOAS;FAT/AL;AL
1024;FACULDADE ALBERT EINSTEIN;FALBE;DF
1025;FACULDADE ATLÂNTICO;FA;SE
1026;FACULDADE DO ESPÍRITO SANTO;UNES;ES
1027;FACULDADE TIJUCUSSU;TIJUCUSSU;SP
